,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
2143,['FISIP2'],a structural and mindset bureaucratic reform agenda for jokowi s second term,this article analyzes bureaucratic reforms for the second period of jokowi s leadership the last stage of the grand design for bureaucratic reform this moment is the last chance for jokowi to shows his commitment to good governance however there are things that cannot be denied the experience of the last five years 2014-2019 of jokowi s leadership still leaves a lot of homework that needs to be addressed the bureaucracy performance is still low the research design in this article uses descriptive research methods supported by a literature study approach that traces the actual secondary data as a study material the results of this study predict the two aspects mentioned by jokowi in the vision of indonesia speech namely structural reform and mindset reform structural improvement is used to create a fast and agile bureaucracy in providing public services and reforming the mindset can be done by adapting the mindset capacity in dynamic governance which is to encourage bureaucrats to think ahead think again and think across to open opportunities to create productive innovative and competitive bureaucracies,['H1'],Jurnal Ilmu Administrasi dan Organisasi Bisnis & Birokrasi,Center of Administration Science Studies Faculty of Social and Political Sciences Universitas Indonesia,2021,,,en,Artikel ini menganalisis reformasi birokrasi untuk periode kedua kepemimpinan jokowi tahap terakhir dari desain besar untuk reformasi birokrasi saat ini adalah kesempatan terakhir bagi Jokowi untuk menunjukkan komitmennya terhadap pemerintahan yang baik namun ada hal -hal yang tidak dapat ditolak pengalaman dariSebuah materi studi hasil penelitian ini memprediksi dua aspek yang disebutkan oleh Jokowi dalam visi pidato Indonesia yaitu reformasi struktural dan reformasi pola pikir peningkatan struktural digunakan untuk menciptakan birokrasi yang cepat dan gesit dalam menyediakan layanan publik dan mereformasi pola pikir dapat dilakukan dengan olehMengadaptasi kapasitas pola pikir dalam tata kelola dinamis yaitu untuk mendorong birokrat untuk berpikir ke depan berpikir lagi dan berpikir untuk membuka peluang untuk menciptakan birokrasi yang inovatif dan kompetitif yang produktif
2144,['FEB4'],the effectiveness of strategic management accounting on financial performance in the financial services sector,objective the use of strategic management accounting was under reported in financial services firms in developing countries this study aimed to examine the effect of strategic management accounting in improving the financial performance of the banking industry in indonesia with the problem of high levels of competition nearly equal services products and government regulations design methodology approach data were collected through questionnaires to middlelevel managers of banks in jakarta and supported by information from print out and electronic media which could be accounted for to review performance information and problems with banking institutions in indonesia results strategic management accounting had an effect on the financial performance of banks in indonesia based on the understanding of respondents who were experienced with a long period of work in their field work and education level originality value the research could explain that strategic management accounting had a direct relationship and impact on financial performance,['HF5601'],Multicultural Education,ME Publisher,2021-11-09,,,en,Tujuan Penggunaan akuntansi manajemen strategis dilaporkan di perusahaan jasa keuangan di negara -negara berkembang penelitian ini bertujuan untuk menguji pengaruh akuntansi manajemen strategis dalam meningkatkan kinerja keuangan industri perbankan di Indonesia dengan masalah tingkat persaingan yang tinggi yang hampir setara dengan layanan yang hampir sama dengan layanan yang hampir sama dengan tingkat setara yang hampir samaProduk dan Peraturan Pemerintah Pendekatan Metodologi Data dikumpulkan melalui kuesioner kepada manajer middlelevel bank di Jakarta dan didukung oleh informasi dari media cetak dan media elektronik yang dapat diperhitungkan untuk meninjau informasi kinerja dan masalah dengan lembaga perbanEfek pada kinerja keuangan bank di Indonesia berdasarkan pemahaman responden yang berpengalaman dengan periode kerja yang lama dalam pekerjaan lapangan dan tingkat pendidikan orisinalitas Nilai Penelitian dapat menjelaskan bahwa akuntansi manajemen strategis memiliki hubungan langsung dan dampak pada keuanganpertunjukan
2145,['FP15'],analisis nilai tambah komponen aromatik bunga kopi robusta coffea canephora di provinsi lampung,"this study aims to analyze the added value of the aromatic component of robusta coffee flowers in lampung province the research method is done by descriptive analysis there are three extraction processes in this research after obtaining the oil yield from each extraction one method is chosen to produce the best oil aroma and its added value is analyzed calculation of added value using the hayami method for analysis the yield of fragrance that most closely resembles natural coffee flowers will be calculated on the analysis of added value or benefits based on organoleptic tests the aroma that most closely resembles natural coffee flowers is coffee flowers extracted by a rotary evaporation method in which the raw material for coffee flowers is taken harvested in the phase before pollination yield of 16.1% the added value of processing aromatic extracts of coffee flowers rotary evaporation method with raw materials as much as 1 kg which is idr 933,923 and obtained a ratio value of 82.3% the added value of this aromatic component of coffee flowers falls into the high category 40% the profit gained one time production of coffee flowers into coffee flower oil is idr 553.923 with a profit rate of 59,3%",['S1'],Journal of Tropical Upland Resources,Lembaga Penelitian dan Pengabdian pada Masyarakat (LPPM) Universitas Lampung,2021-03-01,,,en,"Penelitian ini bertujuan untuk menganalisis nilai tambah komponen aromatik bunga kopi Robusta di provinsi Lampung metode penelitian dilakukan dengan analisis deskriptif ada tiga proses ekstraksi dalam penelitian ini setelah mendapatkan hasil minyak dari setiap ekstraksi satu metode dipilih untuk menghasilkanAroma minyak terbaik dan nilai tambahnya dianalisis perhitungan nilai tambah menggunakan metode Hayami untuk analisis hasil wewangian yang paling dekat dengan bunga kopi alami akan dihitung pada analisis nilai tambah atau manfaat berdasarkan tes organoleptik aroma yang paling dekatmenyerupai bunga kopi alami adalah bunga kopi yang diekstraksi dengan metode penguapan putar di mana bahan baku untuk bunga kopi diambil dipanen dalam fase sebelum hasil penyerbukan 16,1% nilai tambah pemrosesan ekstrak aromatik bunga kopi metode penguapan putar dengan bahan baku ASsebanyak 1 kg yaitu IDR 933.923 dan memperoleh nilai rasio 82,3% nilai tambah komponen aromatik bunga kopi ini termasuk dalam kategori tinggi 40% laba yang diperoleh satu kali produksi bunga kopi menjadi minyak bunga kopi adalah IDR 553.923 dengantingkat laba 59,3%"
2146,['FMIPA9'],determining the noetherian property of generalized power series modules by using xsubexact sequence,the noetherian property of the generalized power series module can determine in several ways this paper uses the subexact sequence of modules over a ring r to determine this property this investigation not only determines the noetherian property of the generalized power series module but also the noetherian property of its submodule furthermore we give a construction of r s homomorphism between the generalized power series modules,['QA'],IOP Conf. Series: Journal of Physics: Conf. Series 1080 (2018) 012043,IOP Publishing,2021-01,,,en,Properti Noetherian dari modul Seri Daya Generalized dapat menentukan dalam beberapa cara makalah ini menggunakan urutan modul subexact di atas cincin R untuk menentukan properti ini investigasi ini tidak hanya menentukan properti noetherian dari modul seri daya umum tetapi juga properti noetherian dariSubmodule -nya lebih jauh lagi kami memberikan konstruksi homomorfisme R S antara modul Seri Daya Generalisasi
2147,['FISIP6'],kolaborasi pemerintah kampung dengan perusahaan tapioka dalam mencegah pencemaran lingkungan hasil pengelolaan singkong,this article aims to find out the collaboration between the village government and tapioca companies in solving environmental pollution problems caused by cassava waste management the problem is focused on the collaboration of the local government and tapioca companies in solving environmental problems resulting from drying the results of cassava management carried out by some people in sangga buana village central lampung regency in order to approach this problem ansel and gash 2007 reference the theory of collaborative governance the data were collected through interviews and analyzed qualitatively the results in this study are drying the remaining cassava waste past the environmental quality stone limit pollutant elements in the environment pass the established environmental quality standards so that the environment is polluted there are two types of environmental quality stones that are affected by pollution namely water quality standards and ambient air quality standards the collaboration between the village government and the tapioca company has been going well as evidenced by several indicators namely facetoface dialogue building trust commitment to the process and sharing understanding this study concludes that the collaboration process between the village government and the company is carried out quite well in accordance with the mutual understanding developed by both parties so that the tapioca company is committed to the agreement made,['H1'],"Jurnal Ilmu Pemerintahan, Administrasi Publik, dan Ilmu Komunikasi",FISIP - Universitas Medan Area,2021-10,,,en,Artikel ini bertujuan untuk mengetahui kolaborasi antara pemerintah desa dan perusahaan tapioka dalam memecahkan masalah polusi lingkungan yang disebabkan oleh pengelolaan limbah singkong masalah ini difokuskan pada kolaborasi pemerintah daerah dan perusahaan tapioka dalam memecahkan masalah lingkungan yang dihasilkan dari pengeringan hasil singkong singkong CASSAVAManajemen yang dilakukan oleh beberapa orang di Kabupaten Lampung Sangga Buana Village Central untuk mendekati masalah ini Ansel dan Gash 2007 Referensi Teori Tata Kelola Kolaboratif Data dikumpulkan melalui wawancara dan dianalisis secara kualitatif hasil dalam penelitian ini adalah mengeringkan limbah singkong yang tersisa di masa laluDan perusahaan tapioka telah dibuktikan dengan baik oleh beberapa indikator yaitu dialog facetoface membangun komitmen kepercayaan untuk proses dan berbagi pemahaman penelitian ini menyimpulkan bahwa proses kolaborasi antara pemerintah desa dan perusahaan dilakukan dengan cukup baik sesuai dengan saling pengertian.dikembangkan oleh kedua belah pihak sehingga perusahaan tapioka berkomitmen untuk perjanjian yang dibuat
2148,['FISIP6'],kolaborasi pemerintah kampung dengan perusahaan tapioka dalam mencegah pencemaran lingkungan hasil pengelolaan singkong,similarity check,['H1'],,FISIP - Universitas Medan Area,2021-10,,,en,Pemeriksaan Kesamaan
2149,['FT4'],pengaruh penambahan semen pada tanah lempung terhadap parameter konsolidasi dan kecepatan penurunan,"soil is a subgrade for basic building construction while receiving the load soil will settle which take long time to complete for soft clays because of its low permeability the problem that is caused by settlement as seen in palembapang umbul ligoh south lampung has low bearing capacity this leads to cracks in the house walls bumpy roads and the settlement of the road constructions one of the soil stabilization effort is adding cement as an additive material because it has very fine particles so that it can fill the soil pores and bond to the contact area between the soil grains and has a function as a strong binder this work aimed to study the parameters of the compression index cc coefficient of consolidation cv consolidation settlement sc and time of consolidation t due to soft clay mixing with cement as a soil stabilization material with percentage of 4% 8% and 12% due to cement addition into soft clay compaction with the standard proctor experienced a decrease the optimum moisture content omc and an increase in the weight of maximum dry volume in addition in the consolidation test the compression index cc and consolidation settlement sc decreased 7,95% and 5,44% moreover the coefficient consolidation cv increase 2,74% and the time of consolidation t were faster the most change on consolidation parameter was recorded by the sample mixed with 12% of cement",['TA'],JOURNAL REKAYASA SIPIL DAN DESAIN(JRSDD),"Department of Civil Engineering,Engineering Faculty- University of Lampung",2021-06,,"['soft clay', 'soil stabilization', 'cement', 'consolidation']",en,"Tanah adalah dasar untuk konstruksi bangunan dasar sambil menerima beban tanah akan mengendap yang membutuhkan waktu lama untuk menyelesaikan lempung lunak karena permeabilitasnya yang rendah masalah yang disebabkan oleh pemukiman seperti yang terlihat di Palembapang umbul ligoh Lampung selatan memiliki kapasitas bantalan rendah ini mengarah ini mengarah pada ini mengarah ini mengarah pada ini.untuk retak di dinding rumah jalan bergelombang dan pemukiman konstruksi jalan salah satu upaya stabilisasi tanah adalah menambah semen sebagai bahan aditif karena memiliki partikel yang sangat halus sehingga dapat mengisi pori -pori tanah dan mengikat ke area kontak di antara yang antara tersebutButir tanah dan memiliki fungsi sebagai pengikat yang kuat karya ini bertujuan untuk mempelajari parameter indeks kompresi koefisien CC dari konsolidasi konsolidasi pemukiman SC dan waktu konsolidasi t karena campuran tanah liat lunak dengan semen sebagai bahan stabilisasi tanah dengan persentase 4% 8% dan 12% Karena penambahan semen ke dalam pemadatan tanah liat lunak dengan proctor standar mengalami penurunan OMC kadar air optimal dan peningkatan berat volume kering maksimum sebagai tambahan dalam uji konsolidasi indeks kompresi CC dan penyelesaian konsolidasi SC SCmenurun 7,95% dan 5,44% Selain konsolidasi koefisien CV meningkat 2,74% dan waktu konsolidasi t lebih cepat, parameter konsolidasi paling cepat dicatat oleh sampel yang dicampur dengan 12% semen"
2150,['FMIPA9'],variational homotopy perturbation method for solving systems of homogeneous linear and nonlinear partial differential equations,the variational homotopy perturbation method is developed by combining variational iteration method and homotopy perturbation method variational iteration method has an efficient process in solving a wide variety of equations and systems of equations meanwhile homotopy perturbation method gives a solution series which in most cases converge very quickly the developed method variational homotopy perturbation method took full advantage of both methods in this study we described an application of the variational homotopy perturbation method to solve systems of homogeneous partial differential equations here we consider some initial value problems of homogeneous partial differential equation systems with two and three variables the results show that the obtained solution using this method was in agreement with the solution using the homotopy analysis method and variational iteration method which prove the validity of the variational homotopy perturbation method when applied to systems of partial differential equations,['QA75'],DESIMAL: JURNAL MATEMATIKA,Raden Inten Islamic State University,2021-06-30,,,en,Metode gangguan homotopi variasional dikembangkan dengan menggabungkan metode iterasi variasional dan metode gangguan homotopy metode iterasi variasional memiliki proses yang efisien dalam memecahkan berbagai persamaan dan sistem persamaan.Metode yang Dikembangkan Variasi Homotopy Metode gangguan memanfaatkan kedua metode ini dalam penelitian ini kami menggambarkan penerapan metode gangguan homotopi variasi untuk memecahkan sistem persamaan diferensial parsial yang homogen di sini kami mempertimbangkan beberapa masalah nilai awal dari sistem persamaan diferensial parsial yang homogen dengan dua dan tigaVariabel Hasilnya menunjukkan bahwa solusi yang diperoleh menggunakan metode ini sesuai dengan solusi menggunakan metode analisis homotopy dan metode iterasi variasional yang membuktikan validitas metode gangguan homotopi variasi ketika diterapkan pada sistem persamaan diferensial parsial parsial
2151,['FP17'],body condition score induk bobot lahir pedet dan bobot sapih pedet sapi brahman cross pada peternakan rakyat di kecamatan tanjungsari kabupaten lampung selatan,"this study aimed to evaluate brahman cross cow from indonesia australia commercial cattle breeding iaccb program through the cow body condition score bcs calf birth weight and weaning weight of the brahman cross at people farm of koperasi produksi ternak kpt maju sejahtera in tanjungsari district south lampung regency this study was conducted in march 2020 using survey method with census data collection of which all the 5 years old brahman cross cow at the study location were used in this study the data consisted of primary and secondary data which was analyzed by descriptive analysis the results of this research showed that the average score of cow bcs calf birth weight and weaning weight were 2,92 0,71 30,04 3,44 kg 85,63 11,74 kg respectively the conclusion of this research was that the cow bcs calf birth weight and weaning weight of brahman cross from iaccb program in tanjungsari district is good enough bcs brahman cross weaning weight",['SF'],Jurnal Riset dan Inovasi Peternakan,"JURUSAN PETERNAKAN, FAKULTAS PERTANIAN,  UNIVERSITAS LAMPUNG",2021-12-01,,"['birth weight', 'body condition score']",en,Penelitian ini bertujuan untuk mengevaluasi Brahman Cross Cow dari Indonesia Australia Komersial Pemuliaan IACCB Program Melalui Skor Kondisi Tubuh Sapi BCS Calf Lahir Berat Badan dan Berat Menyapikan Brahman Cross di People Farm of Koperasi Produksi Ternak Kpt Maju Sejahtera Di Distrik Tanjungsari Lampung South Lampung Regency Ternak ini di distrik Tanjungsari Lampung South Lampung Regency Ini ini di distrik Tanjungsari Lampung Lampung Regency Ini KPT Tanjungsari Ini Distrik South Lampung iniStudi dilakukan pada bulan Maret 2020 menggunakan metode survei dengan pengumpulan data sensus yang mana semua Brahman Cross sapi yang berusia 5 tahun di lokasi penelitian digunakan dalam penelitian ini data terdiri dari data primer dan sekunder yang dianalisis dengan analisis deskriptif hasil inidan menyapih bobot Brahman Cross dari program IACCB di distrik Tanjungsari cukup baik BCS Brahman Cross Weaning Weight
2152,['FMIPA2'],identification of bacteria causing vibriosis vibrio sp on white snapper lates calcarifer reared in the marine cultivation ponds,vibrio is a group of bacteria that causes vibriosis in many aquatic biota cultivated in ponds this research aims to determine the type of the vibrio sp which causes vibriosis disease in white snapper reared in the marine cultivation ponds at the center for marine cultivation fisheries cmcf lampung indonesia the research was conducted using investigative method by isolating vibrio bacteria from the organ in white snapper mud and water the bacterial isolates were indentified using biochemical test the reseach parameters are tpc total plate count vibrio sp water temperature ph salinity do bod and ammonia the results showed there were three types of isolates that are suspected as the vibriosis bacteria in white snapper fish namely vibrio vulnificus vibrio alginolyticus and vibrio parahaemolyticus the three isolates obtained were known to be αhemolysis the enviromental quality parameters are as follows water temperature of 29.8 c ph 7.8 salinity 33 psu do 4.4 mg l bod 2.2 mg l and ammonia 2.2 mg l the tpcvalues of the bacteria vibrio sp isolated from the inlet the main chambers and the outlet of the pond are 25 cfu ml 7.6x104 cfu ml and 2.1x103 cfu ml respectively the levels of ammonia and calculation of tpcvalues of vibrio bacteria are exceeds the water quality standards for the fish farming vibrio bacteria white snapper lates calcarifer,['S1'],GSC Biological and Pharmaceutical Sciences,,2021-01,,['vibriosis'],en,"Vibrio adalah sekelompok bakteri yang menyebabkan vibriosis pada banyak biota akuatik yang dibudidayakan di kolam penelitian ini bertujuan untuk menentukan jenis vibrio sp yang menyebabkan penyakit vibriosis pada kakap putih yang dipelihara di kolam budidaya laut di pusat perikanan budidaya laut cmcf lampung indononeiaPenelitian ini dilakukan dengan menggunakan metode investigasi dengan mengisolasi bakteri vibrio dari organ dalam lumpur kakap putih dan air isolat bakteri diorpensi menggunakan uji biokimia parameter reseach adalah tpc jumlah pelat total vibrio sp air suhu ph do bod dan amonia hasil menunjukkan di sanaadalah tiga jenis isolat yang dicurigai sebagai bakteri vibriosis pada ikan kakap putih yaitu Vibrio vulnificus vibrio alginolyticus dan vibrio parahaemolyticus. Tiga isolat yang diperoleh diketahui menjadi αhemolysis.Lakukan 4,4 mg L BOD 2,2 mg L dan amonia 2,2 mg L Tpcalues bakteri vibrio sp yang diisolasi dari inlet ruang utama dan outlet kolam adalah 25 cfu ml 7,6x104 cfu ml dan 2,1x103 cfu ml masing -masing tingkat tingkat cfu ml dan 2,1x103 cfu masing -masing.amonia dan perhitungan nilai tpcale bakteri vibrio melebihi standar kualitas air untuk ikan pertanian bakteri vibrio putih kakap lates calcarifer"
2153,['FMIPA2'],identification of bacteria causing vibriosis vibrio sp on white snapper lates calcarifer reared in the marine cultivation ponds,vibrio is a group of bacteria that causes vibriosis in many aquatic biota cultivated in ponds this research aims to determine the type of the vibrio sp which causes vibriosis disease in white snapper reared in the marine cultivation ponds at the center for marine cultivation fisheries cmcf lampung indonesia the research was conducted using investigative method by isolating vibrio bacteria from the organ in white snapper mud and water the bacterial isolates were indentified using biochemical test the reseach parameters are tpc total plate count vibrio sp water temperature ph salinity do bod and ammonia the results showed there were three types of isolates that are suspected as the vibriosis bacteria in white snapper fish namely vibrio vulnificus vibrio alginolyticus and vibrio parahaemolyticus the three isolates obtained were known to be αhemolysis the enviromental quality parameters are as follows water temperature of 29.8 c ph 7.8 salinity 33 psu do 4.4 mg l bod 2.2 mg l and ammonia 2.2 mg l the tpcvalues of the bacteria vibrio sp isolated from the inlet the main chambers and the outlet of the pond are 25 cfu ml 7.6x104 cfu ml and 2.1x103 cfu ml respectively the levels of ammonia and calculation of tpcvalues of vibrio bacteria are exceeds the water quality standards for the fish farming,['QR'],GSC Biological and Pharmaceutical Sciences,,2021-01-12,,,en,"Vibrio adalah sekelompok bakteri yang menyebabkan vibriosis pada banyak biota akuatik yang dibudidayakan di kolam penelitian ini bertujuan untuk menentukan jenis vibrio sp yang menyebabkan penyakit vibriosis pada kakap putih yang dipelihara di kolam budidaya laut di pusat perikanan budidaya laut cmcf lampung indononeiaPenelitian ini dilakukan dengan menggunakan metode investigasi dengan mengisolasi bakteri vibrio dari organ dalam lumpur kakap putih dan air isolat bakteri diorpensi menggunakan uji biokimia parameter reseach adalah tpc jumlah pelat total vibrio sp air suhu ph do bod dan amonia hasil menunjukkan di sanaadalah tiga jenis isolat yang dicurigai sebagai bakteri vibriosis pada ikan kakap putih yaitu Vibrio vulnificus vibrio alginolyticus dan vibrio parahaemolyticus. Tiga isolat yang diperoleh diketahui menjadi αhemolysis.Lakukan 4,4 mg L BOD 2,2 mg L dan amonia 2,2 mg L Tpcalues bakteri vibrio sp yang diisolasi dari inlet ruang utama dan outlet kolam adalah 25 cfu ml 7,6x104 cfu ml dan 2,1x103 cfu ml masing -masing tingkat tingkat cfu ml dan 2,1x103 cfu masing -masing.amonia dan perhitungan nilai tpcale bakteri vibrio melebihi standar kualitas air untuk pertanian ikan"
2154,['FMIPA4'],green synthesis of mgo nanoparticles using moringa oleifera leaf aqueous extract for antibacterial activity,nanoparticle fabrication using plant extracts is an important alternative method because it is non toxic biocompatible and environmentally friendly in this study green synthesis of mgo nanoparticles using moringa oleifera leaf water extracts was conducted by mixing the extract and a solution of magnesium chloride the product was characterized using different techniques i e uvvisible uvvis spectroscopy xray diffraction xrd scanning electron microscopy sem and fourier transform infrared spectroscopy ftir the uvvis spectrum of mgo nanoparticles shows an absorption at 280 nm the size of the synthesized mgo nanoparticles ranges from 20-50 nm the antibacterial activity of mgo nanoparticles was seen from the zone of inhibition against staphylococcus aureus 6.3 mm and against escherichia coli 6 mm mgo nanoparticles have been successfully fabricated using moringa oleifera leaf aqueous extracts providing an alternative method for synthesizing mgo nanoparticles,['QD'],Bulletin of the Chemical Society of Ethiopia,African Journals Online,2021-03-23,,,en,"Fabrikasi nanopartikel menggunakan ekstrak tanaman adalah metode alternatif penting karena biokompatibel biokompatibel dan ramah lingkungan dalam penelitian ini sintesis hijau nanopartikel MGO menggunakan ekstrak air daun Moringa oleifera dilakukan dengan mencampur ekstrak dan larutan magnesium klorida. Produk tersebut dikarakterisasi menggunakan penggunaannya dengan menggunakan penggunaannya dengan menggunakan penggunaannya dengan menggunakan penggunaannya dengan menggunakan penggunaan yang dikarakterisasi.Teknik yang Berbeda I E UVVisible UVVIS Spektroskopi XRAY Difraksi XRD Pemindaian Mikroskopi Elektron SEM dan Fourier Transform Infrared Spectroscopy FTIR Spektrum UVVIS dari Nanopartikel Mgo Nanopartikel MGO Nano-NM-NM-NM. Ukuran NanTikal Sintesis Nanopartikel Mgo Nanopartikel Mgo Nanopartikel dari Mgo Nanopartikel NM-NM dari Mgo NanoBarcer dari Mgo NanoBarcter dari Mgo Nanopacter dari Mgo NanoBes.terlihat dari zona penghambatan terhadap Staphylococcus aureus 6,3 mm dan terhadap nanopartikel Escherichia coli 6 mM MgO telah berhasil dibuat menggunakan ekstrak berair Moringa oleifera yang menyediakan metode alternatif untuk mensintesis nanopartikel MgO MGO untuk nanopartikel MgO mGO mensintesis MgO MgO"
2155,['FKIP23'],parental guidance on mathematics learning for lowgrades students during the covid-19 pandemic,elementary school students in low grades are classified as early childhood with strong sensitivity during their development this period expects parents to optimize guidance and provide appropriate direction for children s learning activities based on mathematics importance in life the subject s skills need to be developed from an early stage through proper guidance since the covid-19 pandemic all learning activities are carried out from home therefore parents have a bigger role in guiding the children parental guidance implementation is important for maximum learning achievement and success therefore this research s objectives were to 1 provide an overview of mathematics learning guidance implementation in the low grades during the pandemic and 2 knowing parents needs constraints and obstacles in carrying out the learning process the method used was descriptive analysis with quantitative and qualitative approaches the data were obtained through questionnaires documentation and interviews also the results showed that parental guidance in mathematics learning during the pandemic had not been implemented properly parents also experienced various obstacles in guiding the children,['L1'],Turkish Journal of Computer and Mathematics Education,Karadeniz Technical University,2021-07-31,,,en,Siswa sekolah dasar di kelas rendah diklasifikasikan sebagai anak usia dini dengan sensitivitas yang kuat selama perkembangan mereka periode ini mengharapkan orang tua untuk mengoptimalkan bimbingan dan memberikan arahan yang tepat untuk kegiatan pembelajaran anak -anak berdasarkan kepentingan matematika dalam kehidupan keterampilan subjek perlu dikembangkan sejak dini yang lebih awalTahap melalui panduan yang tepat karena pandemi COVID-19 Semua kegiatan belajar dilakukan dari rumah sehingga orang tua memiliki peran yang lebih besar dalam membimbing anak-anak Implementasi Bimbingan Orang Tua adalah penting untuk pencapaian dan keberhasilan pembelajaran maksimum karena itu tujuan penelitian ini adalah untuk 1 memberikan gambaran umumdari matematika pembelajaran bimbingan implementasi di kelas rendah selama pandemi dan 2 yang mengetahui orang tua membutuhkan kendala dan hambatan dalam melaksanakan proses pembelajaran yang digunakan metode yang digunakan adalah analisis deskriptif dengan pendekatan kuantitatif dan kualitatif yang diperoleh data melalui dokumentasi kuesioner dan wawancara juga hasilnya menunjukkan hasilnya menunjukkan hasilnya juga hasilnya hasilnya.Bimbingan orang tua dalam pembelajaran matematika selama pandemi belum diimplementasikan dengan benar orang tua juga mengalami berbagai hambatan dalam membimbing anak -anak
2156,['FP5'],keanekaragaman jenis reptil di laboratorium lapang terpadu universitas lampung biodiversity of reptil in integrated field laboratory lampung university,reptiles are coldblooded animals that need to be known and their evenness as an environmental bioindicator the purpose of the study was to determine the diversity of species and the diversity of reptiles the research was conducted in december 2020january 2021 at the integrated field laboratory of the university of lampung the research data was collected using the visual encounter survey ves method with a combination of the time search method then the results were analyzed quantitatively using the shannonwiener diversity index and the type mapping index the results showed that there were five types of reptiles observed namely the wall lizard hemidactylus frenatus garden lizard eutropis multifasciata striped blackhead snake hemalopsis buccata grass lizard takydromus sexlineatus and welang snake bungarus candidus in the medium category this is because the habitat still has sufficient food availability whereas since human activities the habitat has been slightly disturbed in the third habitat the distribution of reptiles is even and the distribution of reptile species is included in the category of stable community the reptile species found were not different because the distance in the three habitats was not too far away which made it easier for the species to move around the balance of the campus environment can be determined by monitoring and researching the existence of reptiles at the university of lampung in addition other efforts to reduce hunting and illegal trade in reptiles provide protected status for reptile species environtmental bioindicators diversity index,['SD'],Jurnal Rimba Lestari,Jurusan Kehutanan Universitas Mataram,2021-10-01,,['reptiles'],en,"Reptil adalah hewan yang berdarah dingin yang perlu diketahui dan kerataannya sebagai bioindikator lingkungan, tujuan dari penelitian ini adalah untuk menentukan keragaman spesies dan keragaman reptil yang dilakukan penelitian pada Desember 2020january 2021 di laboratorium lapangan yang terintegrasi dari Universitas OFLampung Data penelitian dikumpulkan menggunakan metode Visual Encounter Survey VES dengan kombinasi metode pencarian waktu kemudian hasilnya dianalisis secara kuantitatif menggunakan indeks keanekaragaman Shannonwiener dan indeks pemetaan jenis hasil menunjukkan bahwa ada lima jenis reptil yang diamati yaitukadal dinding hemidactylus garden garden lizard eutropis multifasciata striped blackhead hemalopsis hemalopsis Buccata rumput kadal takgydromus sexlineatus dan Watang ular bungarus candidus dalam kategori menengah ini karena habitat masih memiliki ketersediaan makanan yang cukup di tempat lain.Distribusi reptil bahkan dan distribusi spesies reptil termasuk dalam kategori komunitas stabil. Spesies reptil yang ditemukan tidak berbeda karena jarak di tiga habitat tidak terlalu jauh yang membuatnya lebih mudah bagi spesies untuk bergerak di sekitarKeseimbangan lingkungan kampus dapat ditentukan dengan memantau dan meneliti keberadaan reptil di University of Lampung selain upaya lain untuk mengurangi perburuan dan perdagangan ilegal dalam reptil memberikan status yang dilindungi untuk spesies reptil indeks keanekaragaman bioindikator lingkungan"
2157,['FMIPA9'],analisis propensity score matching pada kejadian diabetes melitus yang memuat faktor confounding,the confounding factor can be defined as a bias in estimating the effect of a risk factor on the incidence of the disease being studied one method that can handle confounding factors is propensity score matching which is used to balance the data for the treatment and control groups by looking at the value in the estimation results of the propensity score using logistic regression then matching analysis and postmatching the purpose of this study was to obtain the results of a propensity score matching analysis that contained confounding factors and knowing the risk factors that cause diabetes mellitus in hospital mayjend hm ryacudu kotabumi with r software the data used are diabetes mellitus y gender,['HA'],Jurnal Siger Matematika,"Jurusan Matematika, Universitas Lampung",2021-09-02,,,en,Faktor perancu dapat didefinisikan sebagai bias dalam memperkirakan efek faktor risiko pada kejadian penyakit yang sedang dipelajari satu metode yang dapat menangani faktor perancu adalah pencocokan skor kecenderungan yang digunakan untuk menyeimbangkan data untuk kelompok pengobatan dan kontrol denganRumah Sakit Mayjend HM Ryacudu Kotabumi Dengan Perangkat Lunak R Data yang digunakan adalah diabetes mellitus y jenis kelamin
2158,['FT7'],application of magnesium alloys in orthopedic implant,technological updates in the field of advanced materials research are now tend to focuses on biomedical materials application and utilization of magnesium and its alloys magnesium mg has been widely studied as an alternative material for biodegradable orthopedic implant applications recent studies regarding the potential application of mg have been done related to its mechanical properties biodegradation profile and the invitro and invivo testing this study aims to review the mg properties production process biomaterial roadmap and the concern of chemical composition of mg alloy in orthopedic application future potential improvement of the magnesium alloys properties is also highlighted,['TJ'],,"Department Of Mechanical Engineering, Lhokseumawe State Polytecnic",2021-08,,,en,Pembaruan Teknologi Di bidang penelitian bahan canggih sekarang cenderung berfokus pada aplikasi bahan biomedis dan pemanfaatan magnesium dan magnesium paduannya telah dipelajari secara luas sebagai bahan alternatif untuk aplikasi implan ortopedi yang dapat diuregradasi terbaru mengenai aplikasi potensial MG telah terjadidilakukan terkait dengan sifat mekaniknya profil biodegradasi dan pengujian Invitro dan Invivo penelitian ini bertujuan untuk meninjau properti MG Production Production Process Biomaterial Roadmap dan kepedulian komposisi kimia paduan Mg dalam aplikasi ortopedi Potensi Potensi Potensi Magnesium Properti Magnesium juga disorot disoroti juga disoroti oleh Magnesium Alloys Magnesium juga disoroti juga disoroti oleh magnesium paduan magnesium juga disoroti oleh magnesium paduan magnesium juga disoroti oleh magnesium paduan magnesium juga disoroti di masa depan magnesium juga disoroti oleh magnesium alloys magnesium
